,target
34450,1
34451,1
34452,1
34453,1
34454,1
34455,1
34456,1
34457,0
34458,0
34459,0
34460,1
34461,1
34462,0
34463,0
34464,0
34465,0
34466,1
34467,1
34468,0
34469,0
34470,0
34471,1
34472,1
34473,0
34474,1
34475,0
34476,1
34477,0
34480,1
34481,1
34482,1
34483,1
34484,0
34485,1
34486,0
34487,1
34488,0
34489,1
34490,1
34491,1
34492,1
34493,1
34494,0
34495,0
34496,0
34497,0
34498,1
34499,1
34500,1
34501,1
34502,0
34503,1
34504,1
34505,1
34506,1
34507,0
34508,0
34509,0
34510,0
34511,1
34512,1
34513,1
34514,0
34515,1
34516,1
34517,1
34518,0
34519,1
34521,1
34523,1
34525,0
34527,1
34528,0
34529,0
34530,0
34531,1
34532,0
34533,1
34535,1
34536,1
34537,1
34538,0
34539,0
34540,0
34541,1
34542,0
34543,1
34544,1
34545,1
34546,1
34547,1
34549,1
34550,0
34551,0
34552,1
34553,1
34554,1
34555,1
34556,1
34558,0
34559,0
34560,1
34562,1
34563,0
34564,0
34565,0
34566,1
34567,0
34569,1
34570,0
34571,1
34572,0
34573,1
34574,0
34575,0
34576,1
34577,0
34578,1
34579,0
34580,1
34582,1
34583,0
34584,1
34585,1
34586,1
34588,1
34589,1
34590,1
34591,0
34592,1
34593,1
34594,0
34596,0
34597,0
34598,0
34599,1
34600,1
34601,0
34602,1
34605,0
34606,1
34607,0
34609,0
34610,1
34611,1
34612,1
34613,1
34614,0
34615,1
34616,1
34618,1
34619,1
34621,1
34622,0
34623,1
34624,1
34625,0
34627,1
34628,1
34629,0
34631,1
34632,0
34633,1
34634,1
34635,1
34636,1
34637,1
34638,1
34639,1
34640,1
34641,0
34642,1
34643,0
34644,0
34646,1
34647,0
34648,1
34649,1
34650,1
34651,1
34652,0
34655,1
34656,1
34657,1
34658,0
34659,1
34660,0
34662,1
34663,0
34664,0
34665,0
34666,1
34667,0
34668,1
34669,1
34670,1
34671,1
34672,1
34673,1
34674,0
34675,1
34677,1
34678,1
34679,1
34680,1
34681,0
34682,1
34683,1
34684,1
34685,1
34686,0
34687,1
34688,1
34689,0
34692,1
34693,0
34694,0
34695,0
34696,1
34698,1
34699,1
34700,1
34701,1
34702,1
34703,1
34704,0
34705,1
34706,0
34707,0
34708,1
34709,1
34710,0
34712,1
34714,0
34715,0
34716,1
34718,0
34720,0
34721,1
34722,0
34723,0
34724,1
34725,1
34726,0
34728,1
34729,1
34730,0
34733,1
34734,1
34735,1
34736,0
34737,1
34739,1
34740,1
34741,0
34742,1
34743,1
34744,0
34745,0
34747,0
34748,0
34749,0
34750,1
34751,1
34752,0
34753,0
34754,1
34755,0
34756,1
34757,0
34758,1
34759,1
34760,1
34761,1
34762,0
34763,0
34764,1
34765,0
34766,0
34767,1
34769,1
34770,0
34771,1
34772,1
34773,0
34774,0
34775,1
34776,0
34777,0
34778,0
34779,0
34780,0
34781,1
34783,1
34784,0
34785,0
34786,0
34787,0
34788,1
34789,0
34790,1
34791,0
34794,0
34795,1
34796,1
34797,1
34800,0
34801,1
34802,1
34803,1
34804,0
34807,1
34809,1
34810,1
34811,1
34812,1
34813,1
34816,0
34817,0
34818,0
34819,1
34820,1
34823,1
34824,0
34825,1
34826,0
34827,0
34828,1
34830,1
34831,1
34833,0
34834,1
34836,0
34837,1
34838,1
34839,0
34840,1
34841,0
34842,0
34845,0
34846,1
34847,1
34848,0
34849,1
34850,1
34851,0
34852,0
34853,0
34854,1
34855,1
34856,0
34857,1
34858,0
34859,0
34860,1
34861,1
34862,1
34863,1
34864,0
34865,0
34867,1
34868,1
34869,1
34870,0
34871,1
34872,0
34873,1
34874,1
34875,1
34876,0
34877,1
34878,0
34879,1
34880,0
34882,0
34883,1
34884,1
34885,0
34886,0
34887,0
34891,0
34892,0
34893,0
34895,0
34896,0
34897,0
34898,0
34899,0
34901,0
34902,1
34903,0
34905,1
34907,1
34908,0
34909,0
34910,0
34911,0
34912,1
34913,0
34914,1
34915,1
34916,1
34918,0
34919,0
34921,1
34922,1
34923,1
34924,0
34925,1
34927,0
34928,1
34930,1
34931,0
34932,1
34933,1
34934,1
34935,1
34936,0
34937,0
34938,0
34940,1
34941,0
34942,0
34943,0
34945,0
34947,1
34949,1
34952,0
34953,0
34955,1
34956,0
34958,1
34959,1
34960,1
34961,1
34962,1
34963,1
34964,0
34965,1
34968,0
34969,1
34970,1
34971,0
34972,1
34973,1
34976,0
34978,1
34979,0
34980,1
34981,1
34982,1
34983,1
34984,0
34985,1
34986,0
34987,0
34988,0
34989,0
34990,1
34992,0
34993,1
34994,0
34995,0
34996,0
34998,1
34999,1
35000,0
35001,1
35002,1
35003,1
35004,1
35005,0
35006,1
35007,1
35008,1
35009,1
35010,0
35011,1
35012,0
35013,0
35014,1
35016,0
35018,0
35019,0
35020,1
35021,1
35022,1
35023,1
35024,1
35025,1
35026,1
35027,0
35028,0
35029,0
35030,1
35031,1
35032,0
35033,1
35034,1
35035,1
35036,1
35037,1
35038,1
35039,1
35040,1
35042,1
35043,1
35044,0
35045,1
35046,1
35048,1
35049,0
35050,0
35051,0
35052,1
35054,0
35055,1
35056,1
35057,0
35058,1
35059,1
35061,1
35062,1
35063,0
35064,1
35065,0
35066,1
35067,0
35068,1
35069,0
35070,1
35072,0
35073,0
35074,0
35076,0
35077,1
35079,0
35080,1
35082,1
35083,1
35084,1
35086,1
35087,1
35088,1
35089,0
35090,1
35091,1
35092,0
35093,1
35094,1
35096,1
35097,1
35099,0
35100,1
35102,0
35104,0
35106,1
35107,0
35108,1
35109,0
35111,1
35112,0
35114,1
35115,0
35116,1
35117,0
35118,1
35119,0
35120,1
35122,1
35123,1
35124,0
35125,1
35126,1
35127,1
35128,1
35129,1
35130,0
35132,0
35134,1
35135,1
35137,1
35138,0
35141,1
35142,1
35143,0
35144,0
35145,1
35146,0
35148,1
35149,0
35150,0
35151,1
35152,1
35153,1
35154,1
35155,1
35156,1
35157,0
35158,1
35159,1
35160,0
35162,1
35164,1
35166,0
35169,1
35170,0
35171,1
35172,1
35173,1
35175,1
35176,1
35177,1
35178,0
35179,1
35180,1
35181,1
35182,0
35183,1
35187,1
35188,0
35190,1
35191,1
35192,1
35193,1
35194,1
35196,0
35197,1
35198,1
35201,1
35202,0
35203,1
35204,1
35205,1
35206,0
35209,0
35210,0
35213,0
35214,1
35215,1
35217,1
35219,1
35220,1
35221,1
35222,0
35225,1
35226,1
35228,1
35229,0
35230,0
35231,0
35232,1
35233,1
35234,0
35235,0
35236,1
35237,0
35238,1
35239,0
35240,1
35241,1
35242,0
35243,0
35244,1
35247,0
35248,0
35249,1
35251,1
35252,1
35253,0
35254,0
35255,1
35256,0
35257,1
35258,1
35260,1
35261,1
35262,0
35263,1
35264,1
35265,1
35266,0
35267,0
35268,0
35269,1
35270,0
35271,1
35272,0
35273,1
35274,1
35275,1
35276,0
35278,1
35279,1
35280,1
35281,1
35282,1
35283,0
35285,1
35290,1
35291,0
35292,0
35293,0
35294,1
35296,0
35297,1
35298,0
35300,0
35301,0
35302,1
35303,0
35304,1
35305,0
35307,1
35308,0
35309,1
35310,1
35311,0
35313,1
35314,1
35315,1
35316,1
35317,0
35318,0
35319,1
35321,1
35322,1
35323,0
35324,1
35325,1
35326,0
35327,1
35328,1
35330,0
35331,1
35332,0
35333,1
35334,1
35335,1
35337,0
35338,0
35339,1
35341,1
35342,1
35344,1
35345,1
35346,0
35348,1
35349,1
35350,0
35351,1
35352,1
35353,1
35354,1
35355,1
35356,1
35357,0
35358,1
35359,0
35361,0
35362,1
35363,1
35364,0
35365,0
35368,1
35369,0
35371,0
35372,1
35373,1
35374,1
35375,0
35376,1
35377,1
35378,1
35379,0
35380,1
35381,0
35382,0
35384,1
35386,1
35387,1
35388,0
35389,0
35390,1
35392,1
35393,1
35394,1
35395,0
35396,1
35397,1
35398,1
35399,0
35401,0
35402,1
35403,0
35404,0
35405,1
35406,1
35407,1
35408,0
35409,1
35410,1
35411,0
35412,1
35413,0
35414,1
35415,1
35416,1
35417,0
35418,1
35419,0
35420,1
35421,0
35422,0
35423,1
35425,1
35426,0
35429,0
35430,1
35431,0
35432,1
35433,0
35434,0
35435,0
35436,1
35437,0
35439,1
35441,1
35442,1
35443,0
35444,0
35445,0
35446,1
35448,1
35449,1
35450,1
35451,1
35452,1
35453,0
35455,1
35456,0
35457,1
35458,0
35459,1
35460,1
35461,1
35462,0
35463,0
35464,1
35466,1
35467,0
35468,1
35469,1
35470,1
35471,1
35472,0
35473,0
35474,1
35475,1
35476,0
35477,1
35478,0
35479,0
35480,1
35482,0
35483,1
35484,1
35485,1
35486,1
35487,1
35488,0
35489,1
35490,1
35491,0
35493,1
35494,0
35495,1
35496,1
35497,1
35498,0
35499,1
35500,0
35501,1
35502,1
35503,1
35504,0
35505,1
35506,0
35507,1
35508,1
35509,0
35510,1
35511,0
35512,1
35513,1
35514,1
35516,1
35518,1
35519,1
35520,1
35521,0
35522,0
35523,1
35524,0
35525,1
35526,1
35527,1
35528,1
35529,1
35530,0
35531,1
35533,1
35534,1
35535,1
35536,0
35537,0
35538,1
35539,0
35540,1
35541,1
35542,0
35543,1
35545,1
35546,1
35547,1
35548,0
35549,0
35550,1
35551,0
35552,1
35553,1
35554,1
35555,1
35556,0
35557,0
35558,1
35559,1
35561,1
35563,1
35565,1
35566,0
35567,0
35568,1
35570,1
35571,0
35572,0
35574,1
35575,1
35576,0
35577,0
35578,1
35579,0
35580,0
35581,1
35582,1
35583,1
35584,1
35585,0
35586,1
35587,1
35588,1
35589,1
35590,1
35591,1
35592,1
35593,1
35595,1
35596,1
35597,1
35599,0
35600,1
35601,1
35602,0
35603,1
35604,1
35606,1
35607,0
35608,1
35609,0
35610,1
35611,1
35612,0
35614,1
35616,1
35617,0
35618,1
35620,0
35621,1
35622,1
35623,0
35624,1
35625,0
35626,0
35627,1
35628,1
35629,1
35630,1
35631,0
35632,1
35633,1
35634,1
35635,1
35637,1
35638,1
35639,0
35640,1
35641,0
35644,1
35645,1
35646,1
35647,0
35649,1
35650,0
35652,1
35653,0
35654,0
35655,0
35656,1
35657,1
35658,0
35659,1
35660,1
35661,1
35662,1
35664,1
35665,1
35667,1
35668,0
35669,0
35670,0
35671,1
35672,1
35673,1
35674,1
35676,1
35677,1
35678,0
35679,1
35680,0
35681,1
35682,0
35683,1
35684,1
35685,0
35686,1
35687,0
35688,1
35689,0
35690,1
35691,0
35692,1
35693,1
35694,1
35695,1
35696,1
35697,1
35698,1
35699,0
35700,0
35701,0
35702,1
35704,1
35705,1
35707,1
35708,0
35709,0
35712,0
35714,1
35715,1
35716,1
35717,1
35718,1
35719,1
35720,1
35721,0
35722,1
35723,1
35724,1
35725,0
35726,0
35727,1
35728,1
35729,0
35730,1
35731,1
35732,1
35733,0
35735,0
35736,1
35737,0
35738,1
35739,1
35740,0
35742,1
35745,1
35746,0
35747,1
35748,0
35751,0
35752,1
35753,0
35754,1
35755,1
35756,0
35757,1
35758,0
35759,1
35760,0
35761,0
35762,1
35763,0
35764,0
35765,0
35766,0
35767,1
35768,0
35769,1
35770,1
35771,1
35772,0
35773,0
35774,1
35775,1
35776,0
35777,0
35778,0
35779,0
35780,0
35781,0
35782,0
35783,1
35784,0
35785,0
35786,0
35787,0
35788,0
35789,0
35790,0
35792,0
35793,0
35794,1
35795,1
35796,1
35797,1
35798,0
35799,1
35801,1
35803,1
35804,1
35805,1
35806,0
35809,1
35810,1
35811,0
35812,1
35813,1
35814,1
35815,1
35818,0
35819,1
35820,1
35821,0
35823,1
35824,1
35825,0
35826,1
35827,1
35828,1
35829,1
35830,0
35831,0
35832,0
35833,1
35834,0
35835,1
35836,1
35840,1
35841,0
35842,1
35843,0
35845,0
35846,1
35847,1
35848,1
35849,0
35852,1
35853,1
35854,0
35856,0
35857,1
35858,0
35860,0
35861,1
35862,0
35863,0
35864,0
35865,1
35866,1
35867,1
35870,1
35873,0
35874,1
35875,1
35876,1
35877,0
35878,1
35879,1
35880,1
35881,1
35882,1
35883,1
35884,1
35886,0
35887,1
35888,1
35889,1
35890,0
35891,1
35892,1
35894,1
35895,0
35896,1
35898,1
35899,1
35900,0
35901,1
35902,1
35904,1
35905,1
35906,1
35907,1
35908,1
35909,1
35910,0
35911,1
35912,1
35913,1
35915,0
35916,0
35917,1
35918,0
35919,0
35920,0
35921,1
35922,0
35923,0
35924,1
35925,1
35926,0
35927,1
35928,1
35929,1
35930,0
35931,1
35932,1
35933,1
35934,1
35935,1
35937,0
35938,1
35939,1
35940,1
35941,1
35942,1
35943,1
35945,0
35946,1
35947,0
35948,1
35949,1
35950,1
35952,1
35953,1
35954,1
35955,0
35956,0
35957,1
35959,0
35961,1
35962,0
35963,1
35965,1
35966,1
35967,1
35969,0
35970,1
35971,1
35972,0
35973,1
35974,1
35975,1
35976,0
35977,0
35978,1
35979,0
35980,1
35981,1
35982,0
35983,1
35985,1
35986,1
35988,1
35989,0
35990,1
35991,0
35992,1
35993,1
35994,0
35995,1
35996,1
35997,0
35998,0
35999,1
36000,0
36001,0
36002,0
36003,0
36004,1
36005,0
36006,1
36007,1
36008,0
36010,1
36011,1
36013,1
36014,1
36015,1
36016,1
36017,1
36018,0
36019,0
36020,0
36021,0
36022,1
36024,0
36025,1
36026,0
36027,1
36028,1
36029,1
36030,0
36031,0
36033,1
36034,1
36036,1
36037,0
36038,1
36039,1
36040,1
36042,0
36044,0
36045,0
36046,0
36047,1
36048,1
36049,1
36050,1
36051,1
36052,0
36053,0
36054,1
36057,0
36058,1
36059,1
36060,0
36062,0
36063,0
36064,1
36065,1
36066,0
36067,1
36068,0
36070,1
36072,0
36073,0
36074,0
36075,0
36076,1
36077,0
36078,1
36079,1
36080,1
36081,0
36082,1
36083,0
36084,1
36085,1
36086,1
36088,1
36089,0
36090,0
36091,0
36092,0
36093,0
36094,0
36097,1
36099,0
36100,1
36101,1
36102,1
36105,1
36106,0
36107,0
36109,1
36110,1
36111,1
36112,1
36113,1
36114,1
36115,1
36116,1
36117,0
36118,1
36119,0
36120,0
36121,1
36122,1
36123,1
36124,1
36125,1
36126,1
36127,0
36128,1
36129,1
36130,0
36131,1
36132,1
36133,0
36134,1
36135,0
36136,1
36137,0
36138,1
36139,1
36140,0
36141,1
36142,1
36144,1
36145,0
36146,1
36147,0
36148,0
36149,1
36150,1
36152,1
36153,0
36154,0
36155,0
36156,0
36157,1
36158,1
36159,0
36160,1
36162,1
36164,1
36165,1
36166,1
36167,1
36168,0
36169,1
36170,1
36171,0
36172,1
36173,1
36174,1
36175,1
36176,1
36177,0
36179,1
36180,1
36181,1
36182,1
36183,0
36184,1
36185,1
36186,0
36187,1
36188,1
36190,1
36191,1
36192,0
36194,0
36195,0
36196,0
36197,1
36199,1
36200,0
36202,1
36203,1
36204,1
36206,1
36207,1
36208,0
36209,1
36210,1
36212,0
36213,0
36214,0
36215,0
36216,0
36217,1
36218,1
36219,1
36220,0
36221,0
36222,1
36223,1
36224,1
36225,1
36226,0
36228,0
36230,1
36232,1
36233,0
36234,0
36235,1
36236,0
36237,1
36238,0
36239,1
36240,0
36241,1
36244,0
36245,0
36246,1
36247,1
36248,1
36249,1
36250,1
36252,0
36253,1
36254,0
36255,1
36256,1
36257,0
36259,1
36261,0
36263,1
36264,1
36267,1
36268,0
36270,0
36272,1
36274,0
36275,1
36276,1
36278,1
36279,1
36280,0
36281,1
36282,1
36283,0
36284,1
36285,0
36286,1
36287,0
36288,1
36289,1
36290,0
36291,0
36293,1
36294,1
36295,0
36296,0
36297,1
36298,0
36299,0
36300,0
36301,0
36302,0
36303,0
36304,1
36305,0
36306,1
36307,1
36308,1
36309,0
36310,1
36311,1
36312,1
36313,1
36315,0
36317,1
36318,1
36319,0
36320,1
36321,1
36323,0
36326,1
36327,0
36328,1
36329,1
36330,1
36331,1
36332,1
36333,1
36334,1
36336,1
36337,1
36338,0
36339,1
36340,1
36342,1
36343,0
36344,1
36346,1
36347,1
36348,0
36349,1
36350,0
36352,1
36353,0
36354,1
36356,0
36357,1
36359,1
36360,1
36362,0
36363,1
36364,0
36365,1
36366,0
36369,0
36370,0
36371,1
36372,1
36373,0
36374,0
36378,1
36379,1
36380,0
36381,0
36382,1
36383,0
36386,0
36387,1
36388,1
36389,1
36390,0
36392,1
36393,1
36394,1
36396,0
36397,1
36399,1
36401,0
36402,1
36403,1
36404,0
36406,1
36407,0
36408,1
36409,1
36410,0
36411,1
36412,1
36413,0
36414,1
36415,0
36416,1
36417,0
36418,0
36419,0
36420,1
36422,1
36423,0
36424,1
36425,0
36427,1
36428,1
36430,0
36431,0
36432,1
36433,0
36434,0
36435,1
36436,0
36437,1
36438,1
36439,1
36440,1
36442,0
36443,1
36444,1
36445,1
36446,1
36448,1
36449,1
36451,0
36453,0
36455,1
36456,1
36457,1
36458,1
36459,1
36460,0
36461,0
36462,1
36463,0
36464,1
36465,1
36466,1
36467,1
36468,0
36469,0
36470,1
36471,1
36472,1
36473,0
36474,1
36475,1
36476,1
36477,1
36478,1
36479,1
36480,1
36481,0
36482,1
36483,1
36484,1
36485,1
36486,0
36487,0
36488,1
36489,1
36491,1
36492,1
36494,1
36495,0
36496,1
36497,1
36498,0
36499,1
36500,1
36501,1
36502,0
36503,0
36504,0
36505,0
36506,1
36507,0
36508,1
36509,1
36511,0
36512,0
36513,0
36514,1
36516,0
36518,1
36519,1
36520,1
36521,0
36522,0
36523,1
36524,0
36525,1
36526,0
36527,0
36528,1
36529,0
36530,1
36531,1
36532,1
36534,0
36535,1
36536,0
36537,0
36538,0
36539,1
36540,0
36541,0
36542,1
36543,1
36544,1
36545,0
36546,0
36547,1
36548,0
36549,0
36550,0
36551,1
36552,0
36553,1
36554,0
36555,0
36557,1
36559,1
36560,1
36561,0
36563,0
36564,0
36565,1
36566,0
36567,0
36569,1
36570,1
36572,1
36573,1
36574,0
36575,1
36576,0
36577,0
36578,1
36579,1
36581,1
36583,0
36584,0
36585,0
36586,1
36587,1
36588,1
36589,0
36590,1
36591,0
36592,1
36594,1
36595,1
36596,0
36597,0
36599,1
36600,1
36601,0
36602,0
36603,1
36604,1
36605,0
36606,0
36607,1
36608,1
36609,1
36610,0
36611,1
36612,1
36613,1
36614,1
36615,0
36616,0
36617,1
36618,1
36620,1
36622,0
36623,0
36624,0
36625,0
36626,1
36627,1
36628,0
36631,1
36632,0
36634,0
36635,0
36636,0
36637,1
36638,1
36639,1
36640,1
36642,0
36643,0
36644,0
36645,1
36646,1
36647,0
36648,1
36649,1
36650,0
36651,0
36652,1
36654,1
36655,1
36656,1
36658,1
36660,1
36661,0
36662,0
36663,1
36664,1
36665,1
36666,1
36667,1
36668,1
36669,1
36670,1
36671,0
36672,0
36673,1
36674,0
36675,1
36676,1
36677,1
36678,0
36679,1
36680,0
36681,1
36682,1
36683,1
36684,1
36685,1
36686,1
36689,0
36690,0
36691,1
36692,1
36693,1
36694,1
36695,1
36697,1
36698,0
36699,0
36700,0
36701,0
36702,1
36704,1
36705,0
36706,0
36707,0
36708,0
36709,0
36710,0
36711,1
36712,1
36713,0
36714,1
36715,0
36716,1
36717,0
36718,1
36719,1
36720,0
36722,1
36723,1
36724,1
36725,1
36727,0
36729,1
36730,1
36731,0
36733,1
36734,1
36735,0
36736,0
36737,0
36738,1
36739,1
36740,0
36741,1
36742,1
36743,1
36744,1
36745,0
36746,1
36747,0
36749,0
36750,1
36751,0
36752,1
36753,0
36754,1
36755,0
36756,1
36757,0
36758,1
36759,1
36760,1
36761,1
36762,1
36763,1
36765,1
36766,0
36767,0
36768,1
36769,1
36770,0
36771,1
36772,0
36774,0
36775,1
36776,1
36777,1
36778,1
36779,0
36781,1
36782,0
36783,0
36784,0
36785,0
36786,1
36787,0
36788,0
36789,1
36790,0
36791,0
36792,1
36793,1
36794,0
36796,0
36798,0
36799,1
36802,1
36803,1
36805,1
36806,0
36807,1
36808,1
36809,1
36810,1
36811,1
36812,0
36813,0
36814,0
36815,1
36816,0
36817,0
36818,1
36819,0
36820,0
36822,0
36823,1
36824,0
36825,1
36826,1
36828,0
36830,1
36832,0
36833,0
36834,0
36835,0
36836,1
36837,1
36838,0
36839,1
36840,1
36842,1
36843,1
36844,1
36845,1
36846,1
36847,0
36849,1
36850,1
36851,1
36852,1
36853,1
36854,0
36857,1
36859,1
36860,1
36861,1
36862,1
36863,0
36865,0
36866,0
36867,1
36868,1
36869,0
36871,1
36872,0
36873,0
36874,1
36875,0
36876,0
36877,1
36878,0
36879,1
36882,1
36883,1
36884,0
36885,1
36887,1
36889,1
36890,0
36891,0
36892,1
36893,1
36894,1
36896,1
36897,1
36898,1
36899,1
36900,1
36901,0
36903,1
36904,1
36905,0
36907,1
36909,1
36911,0
36914,0
36915,0
36916,1
36918,1
36919,1
36920,0
36921,1
36922,1
36923,0
36924,0
36925,0
36926,1
36927,0
36928,1
36929,1
36930,1
36932,0
36933,1
36934,1
36935,0
36936,0
36938,1
36940,1
36941,0
36942,0
36943,1
36944,1
36945,1
36946,0
36948,0
36950,0
36951,0
36953,0
36954,1
36955,0
36957,0
36959,1
36960,0
36961,0
36962,1
36963,0
36964,0
36965,1
36966,1
36967,0
36968,1
36969,1
36970,1
36971,1
36972,1
36973,0
36975,1
36976,0
36977,1
36978,1
36979,1
36980,0
36981,1
36982,1
36983,0
36985,1
36987,1
36990,0
36991,1
36992,1
36993,1
36994,1
36995,0
36997,1
36998,0
36999,0
37000,0
37001,0
37002,0
37003,1
37004,1
37005,1
37006,0
37007,0
37008,0
37009,0
37010,1
37012,1
37013,0
37014,1
37016,0
37018,1
37019,1
37020,1
37021,0
37022,1
37023,1
37024,0
37026,1
37027,1
37028,0
37029,1
37030,1
37031,0
37032,1
37034,0
37036,1
37038,0
37039,0
37040,1
37041,0
37042,0
37043,0
37045,1
37046,0
37047,1
37048,0
37049,0
37050,0
37051,1
37053,1
37054,0
37055,1
37056,1
37057,1
37058,0
37059,1
37060,1
37063,0
37065,1
37066,1
37067,0
37068,1
37069,0
37070,1
37072,0
37073,1
37074,0
37075,1
37076,1
37077,1
37078,1
37079,0
37080,0
37081,1
37082,1
37083,0
37084,1
37085,1
37086,1
37087,0
37088,0
37089,1
37091,1
37092,0
37093,1
37095,0
37096,1
37097,1
37098,1
37099,0
37100,1
37102,1
37103,1
37104,0
37105,1
37106,0
37107,1
37108,1
37109,1
37110,0
37111,0
37112,1
37113,1
37114,1
37115,0
37116,0
37117,1
37118,1
37119,1
37120,0
37121,1
37123,0
37125,0
37126,1
37127,1
37128,1
37129,0
37130,1
37131,1
37132,1
37133,1
37134,1
37135,1
37137,1
37138,0
37139,0
37140,1
37141,1
37142,1
37143,0
37144,1
37145,0
37146,0
37147,1
37148,0
37150,1
37151,1
37152,0
37154,0
37155,0
37156,1
37157,1
37158,0
37159,1
37161,0
37163,0
37164,0
37165,1
37166,1
37167,0
37168,0
37169,1
37170,0
37172,1
37173,0
37175,0
37176,0
37177,0
37178,1
37179,0
37180,0
37181,1
37182,0
37183,1
37185,1
37186,1
37187,1
37188,0
37189,1
37191,0
37192,1
37193,0
37194,1
37195,0
37196,1
37197,0
37198,0
37200,1
37201,1
37203,0
37204,0
37205,1
37206,1
37207,1
37208,1
37209,0
37210,1
37211,0
37212,1
37213,0
37214,1
37215,1
37218,1
37219,1
37220,1
37221,0
37222,0
37224,0
37225,1
37226,1
37227,0
37229,1
37230,1
37231,0
37233,0
37234,1
37235,1
37236,1
37237,1
37238,1
37239,1
37240,0
37241,1
37242,1
37243,1
37244,1
37245,0
37246,1
37247,1
37248,0
37249,0
37251,1
37252,0
37253,0
37254,0
37255,1
37256,1
37257,1
37259,0
37260,1
37261,1
37262,1
37263,1
37264,1
37265,0
37266,0
37267,0
37268,0
37269,1
37270,1
37271,1
37273,0
37274,1
37275,1
37278,1
37279,0
37280,1
37281,1
37282,0
37283,1
37285,1
37286,0
37287,0
37288,1
37289,1
37290,1
37291,1
37292,0
37294,0
37295,1
37296,0
37297,0
37299,1
37300,0
37302,0
37303,0
37304,0
37305,1
37306,1
37308,1
37309,1
37310,0
37311,1
37312,1
37313,0
37314,0
37316,0
37318,1
37319,0
37320,1
37321,1
37322,0
37323,0
37324,0
37325,0
37326,1
37327,1
37328,1
37329,1
37330,1
37331,0
37332,1
37333,1
37334,1
37335,1
37337,1
37338,0
37339,0
37340,1
37341,1
37342,1
37343,0
37344,1
37345,1
37346,1
37347,1
37348,0
37349,1
37350,1
37351,0
37352,1
37353,0
37354,1
37355,1
37356,0
37357,0
37358,1
37359,1
37360,1
37361,0
37362,0
37363,1
37364,1
37365,1
37366,1
37367,0
37369,1
37370,1
37371,1
37373,1
37374,1
37375,1
37376,1
37377,1
37379,0
37381,1
37382,1
37383,0
37384,0
37385,1
37388,0
37389,1
37391,0
37392,1
37393,0
37394,1
37395,0
37396,1
37397,1
37398,1
37399,0
37401,0
37403,0
37405,1
37406,1
37407,0
37408,0
37410,0
37413,1
37414,1
37416,0
37418,1
37419,0
37420,0
37421,0
37422,1
37423,0
37425,0
37426,1
37427,1
37428,0
37429,1
37431,1
37432,1
37433,0
37434,1
37436,1
37437,1
37438,1
37439,1
37441,0
37443,1
37446,1
37447,0
37449,1
37450,1
37451,1
37452,1
37453,0
37454,0
37455,1
37456,0
37457,0
37458,0
37460,0
37461,1
37462,0
37463,1
37464,1
37465,0
37466,0
37467,0
37468,1
37469,0
37470,1
37471,1
37472,0
37474,0
37475,1
37476,1
37477,0
37478,1
37479,1
37480,1
37481,1
37482,0
37484,1
37486,1
37487,1
37488,0
37489,0
37490,0
37491,0
37492,0
37493,1
37494,1
37495,0
37496,0
37497,0
37498,0
37499,1
37500,0
37501,0
37502,1
37503,0
37504,0
37505,0
37506,1
37507,1
37508,0
37509,1
37510,1
37511,1
37512,0
37513,0
37514,0
37515,0
37516,0
37517,0
37518,0
37519,0
37520,1
37521,0
37522,1
37523,0
37524,0
37525,0
37526,0
37527,1
37528,1
37530,0
37531,0
37532,0
37533,1
37534,1
37535,1
37537,1
37538,1
37541,0
37542,0
37543,0
37544,0
37545,0
37546,0
37547,1
37548,1
37549,0
37550,1
37551,1
37552,0
37554,1
37555,1
37557,1
37558,1
37559,1
37560,0
37561,1
37562,0
37563,1
37564,1
37565,1
37566,1
37567,1
37568,0
37569,0
37570,1
37571,1
37572,0
37573,0
37574,1
37575,0
37576,1
37577,1
37578,1
37580,1
37581,0
37582,1
37583,1
37584,1
37586,1
37587,0
37588,0
37589,1
37590,1
37591,1
37593,0
37594,1
37595,0
37596,1
37597,0
37598,1
37599,1
37600,0
37601,0
37602,1
37603,1
37604,0
37605,1
37606,1
37607,1
37608,0
37609,1
37610,1
37611,0
37612,1
37613,1
37615,1
37616,0
37618,0
37619,0
37620,1
37621,1
37622,1
37624,1
37625,0
37626,1
37627,1
37628,1
37629,0
37630,0
37631,1
37632,1
37633,1
37634,1
37635,0
37636,1
37637,0
37638,1
37639,1
37640,1
37641,1
37642,0
37643,1
37644,1
37645,0
37646,1
37647,1
37648,1
37649,0
37650,0
37651,1
37652,0
37653,0
37654,1
37655,0
37656,0
37657,0
37659,1
37660,0
37662,1
37663,1
37665,1
37666,0
37667,1
37668,1
37669,0
37671,1
37672,1
37673,1
37674,0
37675,1
37676,1
37677,1
37678,1
37679,0
37680,1
37681,1
37683,1
37684,1
37685,0
37686,1
37687,1
37688,1
37689,0
37690,1
37691,1
37692,1
37693,0
37694,1
37695,1
37696,0
37697,0
37698,1
37699,0
37700,0
37701,0
37703,1
37704,1
37705,0
37706,1
37707,0
37708,1
37710,1
37711,1
37712,0
37714,1
37715,0
37716,1
37717,1
37718,1
37719,0
37721,0
37722,1
37723,1
37724,1
37726,0
37727,1
37729,0
37730,0
37731,1
37732,1
37733,0
37734,0
37736,1
37738,1
37739,1
37740,0
